LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
JPN,HUR,MEN,PC_LF,M,1998-09,4.5
JPN,HUR,MEN,PC_LF,M,1998-10,4.3
JPN,HUR,MEN,PC_LF,M,1998-11,4.5
JPN,HUR,MEN,PC_LF,M,1998-12,4.5
JPN,HUR,MEN,PC_LF,M,1999-01,4.6
JPN,HUR,MEN,PC_LF,M,1999-02,4.7
JPN,HUR,MEN,PC_LF,M,1999-03,4.8
JPN,HUR,MEN,PC_LF,M,1999-04,4.9
JPN,HUR,MEN,PC_LF,M,1999-05,4.9
JPN,HUR,MEN,PC_LF,M,1999-06,5.1
JPN,HUR,MEN,PC_LF,M,1999-07,5
JPN,HUR,MEN,PC_LF,M,1999-08,4.8
JPN,HUR,MEN,PC_LF,M,1999-09,4.6
JPN,HUR,MEN,PC_LF,M,1999-10,4.7
JPN,HUR,MEN,PC_LF,M,1999-11,4.7
JPN,HUR,MEN,PC_LF,M,1999-12,4.8
JPN,HUR,MEN,PC_LF,M,2000-01,4.9
JPN,HUR,MEN,PC_LF,M,2000-02,5.1
JPN,HUR,MEN,PC_LF,M,2000-03,5.1
JPN,HUR,MEN,PC_LF,M,2000-04,4.9
JPN,HUR,MEN,PC_LF,M,2000-05,4.7
JPN,HUR,MEN,PC_LF,M,2000-06,4.8
JPN,HUR,MEN,PC_LF,M,2000-07,4.9
JPN,HUR,MEN,PC_LF,M,2000-08,4.8
JPN,HUR,MEN,PC_LF,M,2000-09,4.8
JPN,HUR,MEN,PC_LF,M,2000-10,4.9
JPN,HUR,MEN,PC_LF,M,2000-11,4.9
JPN,HUR,MEN,PC_LF,M,2000-12,4.9
JPN,HUR,MEN,PC_LF,M,2001-01,4.9
JPN,HUR,MEN,PC_LF,M,2001-02,4.8
JPN,HUR,MEN,PC_LF,M,2001-03,4.9
JPN,HUR,MEN,PC_LF,M,2001-04,5.1
JPN,HUR,MEN,PC_LF,M,2001-05,5.1
JPN,HUR,MEN,PC_LF,M,2001-06,5.1
JPN,HUR,MEN,PC_LF,M,2001-07,5.2
JPN,HUR,MEN,PC_LF,M,2001-08,5.2
JPN,HUR,MEN,PC_LF,M,2001-09,5.4
JPN,HUR,MEN,PC_LF,M,2001-10,5.6
JPN,HUR,MEN,PC_LF,M,2001-11,5.6
JPN,HUR,MEN,PC_LF,M,2001-12,5.7
JPN,HUR,MEN,PC_LF,M,2002-01,5.4
JPN,HUR,MEN,PC_LF,M,2002-02,5.4
JPN,HUR,MEN,PC_LF,M,2002-03,5.4
JPN,HUR,MEN,PC_LF,M,2002-04,5.5
JPN,HUR,MEN,PC_LF,M,2002-05,5.6
JPN,HUR,MEN,PC_LF,M,2002-06,5.6
JPN,HUR,MEN,PC_LF,M,2002-07,5.5
JPN,HUR,MEN,PC_LF,M,2002-08,5.8
JPN,HUR,MEN,PC_LF,M,2002-09,5.7
JPN,HUR,MEN,PC_LF,M,2002-10,5.7
JPN,HUR,MEN,PC_LF,M,2002-11,5.5
JPN,HUR,MEN,PC_LF,M,2002-12,5.6
JPN,HUR,MEN,PC_LF,M,2003-01,5.5
JPN,HUR,MEN,PC_LF,M,2003-02,5.4
JPN,HUR,MEN,PC_LF,M,2003-03,5.7
JPN,HUR,MEN,PC_LF,M,2003-04,5.7
JPN,HUR,MEN,PC_LF,M,2003-05,5.7
JPN,HUR,MEN,PC_LF,M,2003-06,5.7
JPN,HUR,MEN,PC_LF,M,2003-07,5.4
JPN,HUR,MEN,PC_LF,M,2003-08,5.3
JPN,HUR,MEN,PC_LF,M,2003-09,5.5
JPN,HUR,MEN,PC_LF,M,2003-10,5.3
JPN,HUR,MEN,PC_LF,M,2003-11,5.3
JPN,HUR,MEN,PC_LF,M,2003-12,5.1
JPN,HUR,MEN,PC_LF,M,2004-01,5.1
JPN,HUR,MEN,PC_LF,M,2004-02,5.2
JPN,HUR,MEN,PC_LF,M,2004-03,5
JPN,HUR,MEN,PC_LF,M,2004-04,5
JPN,HUR,MEN,PC_LF,M,2004-05,4.8
JPN,HUR,MEN,PC_LF,M,2004-06,4.9
JPN,HUR,MEN,PC_LF,M,2004-07,5.2
JPN,HUR,MEN,PC_LF,M,2004-08,4.9
JPN,HUR,MEN,PC_LF,M,2004-09,4.9
JPN,HUR,MEN,PC_LF,M,2004-10,4.8
JPN,HUR,MEN,PC_LF,M,2004-11,4.7
JPN,HUR,MEN,PC_LF,M,2004-12,4.6
JPN,HUR,MEN,PC_LF,M,2005-01,4.7
JPN,HUR,MEN,PC_LF,M,2005-02,4.8
JPN,HUR,MEN,PC_LF,M,2005-03,4.7
JPN,HUR,MEN,PC_LF,M,2005-04,4.6
JPN,HUR,MEN,PC_LF,M,2005-05,4.7
JPN,HUR,MEN,PC_LF,M,2005-06,4.5
JPN,HUR,MEN,PC_LF,M,2005-07,4.5
JPN,HUR,MEN,PC_LF,M,2005-08,4.4
JPN,HUR,MEN,PC_LF,M,2005-09,4.3
JPN,HUR,MEN,PC_LF,M,2005-10,4.5
JPN,HUR,MEN,PC_LF,M,2005-11,4.6
JPN,HUR,MEN,PC_LF,M,2005-12,4.5
JPN,HUR,MEN,PC_LF,M,2006-01,4.7
JPN,HUR,MEN,PC_LF,M,2006-02,4.4
JPN,HUR,MEN,PC_LF,M,2006-03,4.4
JPN,HUR,MEN,PC_LF,M,2006-04,4.3
JPN,HUR,MEN,PC_LF,M,2006-05,4.2
JPN,HUR,MEN,PC_LF,M,2006-06,4.3
JPN,HUR,MEN,PC_LF,M,2006-07,4.2
JPN,HUR,MEN,PC_LF,M,2006-08,4.3
JPN,HUR,MEN,PC_LF,M,2006-09,4.3
JPN,HUR,MEN,PC_LF,M,2006-10,4.3
JPN,HUR,MEN,PC_LF,M,2006-11,4.2
JPN,HUR,MEN,PC_LF,M,2006-12,4.2
JPN,HUR,MEN,PC_LF,M,2007-01,4.1
JPN,HUR,MEN,PC_LF,M,2007-02,4.1
JPN,HUR,MEN,PC_LF,M,2007-03,4.1
JPN,HUR,MEN,PC_LF,M,2007-04,4
JPN,HUR,MEN,PC_LF,M,2007-05,3.9
JPN,HUR,MEN,PC_LF,M,2007-06,3.8
JPN,HUR,MEN,PC_LF,M,2007-07,3.8
JPN,HUR,MEN,PC_LF,M,2007-08,3.7
JPN,HUR,MEN,PC_LF,M,2007-09,4
JPN,HUR,MEN,PC_LF,M,2007-10,4
JPN,HUR,MEN,PC_LF,M,2007-11,3.9
JPN,HUR,MEN,PC_LF,M,2007-12,3.8
JPN,HUR,MEN,PC_LF,M,2008-01,4
JPN,HUR,MEN,PC_LF,M,2008-02,4.1
JPN,HUR,MEN,PC_LF,M,2008-03,3.9
JPN,HUR,MEN,PC_LF,M,2008-04,3.9
JPN,HUR,MEN,PC_LF,M,2008-05,4.1
JPN,HUR,MEN,PC_LF,M,2008-06,4.1
JPN,HUR,MEN,PC_LF,M,2008-07,4
JPN,HUR,MEN,PC_LF,M,2008-08,4.2
JPN,HUR,MEN,PC_LF,M,2008-09,4.1
JPN,HUR,MEN,PC_LF,M,2008-10,4
JPN,HUR,MEN,PC_LF,M,2008-11,4.1
JPN,HUR,MEN,PC_LF,M,2008-12,4.5
JPN,HUR,MEN,PC_LF,M,2009-01,4.4
JPN,HUR,MEN,PC_LF,M,2009-02,4.6
JPN,HUR,MEN,PC_LF,M,2009-03,4.9
JPN,HUR,MEN,PC_LF,M,2009-04,5.2
JPN,HUR,MEN,PC_LF,M,2009-05,5.4
JPN,HUR,MEN,PC_LF,M,2009-06,5.5
JPN,HUR,MEN,PC_LF,M,2009-07,5.9
JPN,HUR,MEN,PC_LF,M,2009-08,5.7
JPN,HUR,MEN,PC_LF,M,2009-09,5.6
JPN,HUR,MEN,PC_LF,M,2009-10,5.4
JPN,HUR,MEN,PC_LF,M,2009-11,5.5
JPN,HUR,MEN,PC_LF,M,2009-12,5.3
JPN,HUR,MEN,PC_LF,M,2010-01,5.3
JPN,HUR,MEN,PC_LF,M,2010-02,5.4
JPN,HUR,MEN,PC_LF,M,2010-03,5.5
JPN,HUR,MEN,PC_LF,M,2010-04,5.4
JPN,HUR,MEN,PC_LF,M,2010-05,5.5
JPN,HUR,MEN,PC_LF,M,2010-06,5.5
JPN,HUR,MEN,PC_LF,M,2010-07,5.4
JPN,HUR,MEN,PC_LF,M,2010-08,5.4
JPN,HUR,MEN,PC_LF,M,2010-09,5.6
JPN,HUR,MEN,PC_LF,M,2010-10,5.4
JPN,HUR,MEN,PC_LF,M,2010-11,5.4
JPN,HUR,MEN,PC_LF,M,2010-12,5.2
JPN,HUR,MEN,PC_LF,M,2011-01,5.2
JPN,HUR,MEN,PC_LF,M,2011-02,4.9
JPN,HUR,MEN,PC_LF,M,2011-03,5
JPN,HUR,MEN,PC_LF,M,2011-04,5
JPN,HUR,MEN,PC_LF,M,2011-05,5
JPN,HUR,MEN,PC_LF,M,2011-06,4.9
JPN,HUR,MEN,PC_LF,M,2011-07,5
JPN,HUR,MEN,PC_LF,M,2011-08,4.7
JPN,HUR,MEN,PC_LF,M,2011-09,4.5
JPN,HUR,MEN,PC_LF,M,2011-10,4.8
JPN,HUR,MEN,PC_LF,M,2011-11,4.7
JPN,HUR,MEN,PC_LF,M,2011-12,4.9
JPN,HUR,MEN,PC_LF,M,2012-01,4.7
JPN,HUR,MEN,PC_LF,M,2012-02,4.7
JPN,HUR,MEN,PC_LF,M,2012-03,4.8
JPN,HUR,MEN,PC_LF,M,2012-04,4.8
JPN,HUR,MEN,PC_LF,M,2012-05,4.6
JPN,HUR,MEN,PC_LF,M,2012-06,4.6
JPN,HUR,MEN,PC_LF,M,2012-07,4.6
JPN,HUR,MEN,PC_LF,M,2012-08,4.5
JPN,HUR,MEN,PC_LF,M,2012-09,4.5
JPN,HUR,MEN,PC_LF,M,2012-10,4.3
JPN,HUR,MEN,PC_LF,M,2012-11,4.3
JPN,HUR,MEN,PC_LF,M,2012-12,4.5
JPN,HUR,MEN,PC_LF,M,2013-01,4.5
JPN,HUR,MEN,PC_LF,M,2013-02,4.6
JPN,HUR,MEN,PC_LF,M,2013-03,4.5
JPN,HUR,MEN,PC_LF,M,2013-04,4.4
JPN,HUR,MEN,PC_LF,M,2013-05,4.3
JPN,HUR,MEN,PC_LF,M,2013-06,4.2
JPN,HUR,MEN,PC_LF,M,2013-07,4.2
JPN,HUR,MEN,PC_LF,M,2013-08,4.4
JPN,HUR,MEN,PC_LF,M,2013-09,4.2
JPN,HUR,MEN,PC_LF,M,2013-10,4.2
JPN,HUR,MEN,PC_LF,M,2013-11,4.1
JPN,HUR,MEN,PC_LF,M,2013-12,3.8
JPN,HUR,MEN,PC_LF,M,2014-01,3.8
JPN,HUR,MEN,PC_LF,M,2014-02,3.7
JPN,HUR,MEN,PC_LF,M,2014-03,3.8
JPN,HUR,MEN,PC_LF,M,2014-04,3.8
JPN,HUR,MEN,PC_LF,M,2014-05,3.7
JPN,HUR,MEN,PC_LF,M,2014-06,3.9
JPN,HUR,MEN,PC_LF,M,2014-07,3.8
JPN,HUR,MEN,PC_LF,M,2014-08,3.7
JPN,HUR,MEN,PC_LF,M,2014-09,3.7
JPN,HUR,MEN,PC_LF,M,2014-10,3.8
JPN,HUR,MEN,PC_LF,M,2014-11,3.7
JPN,HUR,MEN,PC_LF,M,2014-12,3.5
JPN,HUR,MEN,PC_LF,M,2015-01,3.8
JPN,HUR,MEN,PC_LF,M,2015-02,3.6
JPN,HUR,MEN,PC_LF,M,2015-03,3.6
JPN,HUR,MEN,PC_LF,M,2015-04,3.5
JPN,HUR,MEN,PC_LF,M,2015-05,3.5
JPN,HUR,MEN,PC_LF,M,2015-06,3.6
JPN,HUR,MEN,PC_LF,M,2015-07,3.5
JPN,HUR,MEN,PC_LF,M,2015-08,3.5
JPN,HUR,MEN,PC_LF,M,2015-09,3.6
JPN,HUR,MEN,PC_LF,M,2015-10,3.4
JPN,HUR,MEN,PC_LF,M,2015-11,3.4
JPN,HUR,MEN,PC_LF,M,2015-12,3.5
JPN,HUR,MEN,PC_LF,M,2016-01,3.5
JPN,HUR,MEN,PC_LF,M,2016-02,3.6
JPN,HUR,MEN,PC_LF,M,2016-03,3.4
JPN,HUR,MEN,PC_LF,M,2016-04,3.4
JPN,HUR,MEN,PC_LF,M,2016-05,3.4
JPN,HUR,MEN,PC_LF,M,2016-06,3.2
JPN,HUR,MEN,PC_LF,M,2016-07,3.2
JPN,HUR,MEN,PC_LF,M,2016-08,3.4
JPN,HUR,MEN,PC_LF,M,2016-09,3.3
JPN,HUR,MEN,PC_LF,M,2016-10,3.2
JPN,HUR,MEN,PC_LF,M,2016-11,3.2
JPN,HUR,MEN,PC_LF,M,2016-12,3.3
JPN,HUR,MEN,PC_LF,M,2017-01,3.2
JPN,HUR,MEN,PC_LF,M,2017-02,3.1
JPN,HUR,MEN,PC_LF,M,2017-03,2.9
JPN,HUR,MEN,PC_LF,M,2017-04,2.9
JPN,HUR,MEN,PC_LF,M,2017-05,3.2
JPN,HUR,MEN,PC_LF,M,2017-06,2.9
JPN,HUR,MEN,PC_LF,M,2017-07,3
JPN,HUR,MEN,PC_LF,M,2017-08,2.9
JPN,HUR,MEN,PC_LF,M,2017-09,2.9
JPN,HUR,MEN,PC_LF,M,2017-10,2.8
JPN,HUR,MEN,PC_LF,M,2017-11,2.9
JPN,HUR,MEN,PC_LF,M,2017-12,2.8
JPN,HUR,MEN,PC_LF,M,2018-01,2.6
JPN,HUR,MEN,PC_LF,M,2018-02,2.7
JPN,HUR,MEN,PC_LF,M,2018-03,2.6
JPN,HUR,MEN,PC_LF,M,2018-04,2.7
JPN,HUR,MEN,PC_LF,M,2018-05,2.4
JPN,HUR,MEN,PC_LF,M,2018-06,2.6
JPN,HUR,MEN,PC_LF,M,2018-07,2.7
JPN,HUR,MEN,PC_LF,M,2018-08,2.6
JPN,HUR,MEN,PC_LF,M,2018-09,2.4
JPN,HUR,MEN,PC_LF,M,2018-10,2.6
JPN,HUR,MEN,PC_LF,M,2018-11,2.7
JPN,HUR,MEN,PC_LF,M,2018-12,2.6
JPN,HUR,MEN,PC_LF,M,2019-01,2.6
JPN,HUR,MEN,PC_LF,M,2019-02,2.5
JPN,HUR,MEN,PC_LF,M,2019-03,2.7
JPN,HUR,MEN,PC_LF,M,2019-04,2.5
JPN,HUR,MEN,PC_LF,M,2019-05,2.4
JPN,HUR,MEN,PC_LF,M,2019-06,2.5
JPN,HUR,MEN,PC_LF,M,2019-07,2.4
JPN,HUR,MEN,PC_LF,M,2019-08,2.4
JPN,HUR,MEN,PC_LF,M,2019-09,2.6
JPN,HUR,MEN,PC_LF,M,2019-10,2.5
JPN,HUR,MEN,PC_LF,M,2019-11,2.4
JPN,HUR,MEN,PC_LF,M,2019-12,2.4
JPN,HUR,MEN,PC_LF,M,2020-01,2.5
JPN,HUR,MEN,PC_LF,M,2020-02,2.6
JPN,HUR,MEN,PC_LF,M,2020-03,2.7
JPN,HUR,MEN,PC_LF,M,2020-04,2.8
JPN,HUR,MEN,PC_LF,M,2020-05,3
JPN,HUR,MEN,PC_LF,M,2020-06,3.1
JPN,HUR,MEN,PC_LF,M,2020-07,3
JPN,HUR,MEN,PC_LF,M,2020-08,3.1
JPN,HUR,MEN,PC_LF,M,2020-09,3.2
JPN,HUR,MEN,PC_LF,M,2020-10,3.4
JPN,HUR,MEN,PC_LF,M,2020-11,3.3
JPN,HUR,MEN,PC_LF,M,2020-12,3.2
JPN,HUR,MEN,PC_LF,M,2021-01,3.2
JPN,HUR,MEN,PC_LF,M,2021-02,3.1
JPN,HUR,MEN,PC_LF,M,2021-03,2.9
JPN,HUR,MEN,PC_LF,M,2021-04,3.2
JPN,HUR,MEN,PC_LF,M,2021-05,3.2
JPN,HUR,MEN,PC_LF,M,2021-06,3.1
JPN,HUR,MEN,PC_LF,M,2021-07,3.1
JPN,HUR,MEN,PC_LF,M,2021-08,3.1
JPN,HUR,MEN,PC_LF,M,2021-09,2.9
JPN,HUR,MEN,PC_LF,M,2021-10,2.8
JPN,HUR,MEN,PC_LF,M,2021-11,3
JPN,HUR,MEN,PC_LF,M,2021-12,2.9
JPN,HUR,MEN,PC_LF,M,2022-01,3
JPN,HUR,MEN,PC_LF,M,2022-02,2.9
JPN,HUR,MEN,PC_LF,M,2022-03,2.8
JPN,HUR,MEN,PC_LF,M,2022-04,2.8
JPN,HUR,MEN,PC_LF,M,2022-05,2.8
JPN,HUR,MEN,PC_LF,M,2022-06,2.7
JPN,HUR,MEN,PC_LF,M,2022-07,2.8
JPN,HUR,MEN,PC_LF,M,2022-08,2.7
JPN,HUR,MEN,PC_LF,M,2022-09,2.8
JPN,HUR,MEN,PC_LF,M,2022-10,2.8
JPN,HUR,MEN,PC_LF,M,2022-11,2.8
JPN,HUR,MEN,PC_LF,M,2022-12,2.7
JPN,HUR,MEN,PC_LF,M,2023-01,2.6
JPN,HUR,MEN,PC_LF,M,2023-02,2.9
USA,HUR,MEN,PC_LF,Q,1955-Q1,4.6
USA,HUR,MEN,PC_LF,Q,1955-Q2,4.2
USA,HUR,MEN,PC_LF,Q,1955-Q3,3.8
USA,HUR,MEN,PC_LF,Q,1955-Q4,3.866667
USA,HUR,MEN,PC_LF,Q,1956-Q1,3.8
USA,HUR,MEN,PC_LF,Q,1956-Q2,3.833333
USA,HUR,MEN,PC_LF,Q,1956-Q3,3.7
USA,HUR,MEN,PC_LF,Q,1956-Q4,3.8
USA,HUR,MEN,PC_LF,Q,1957-Q1,3.666667
USA,HUR,MEN,PC_LF,Q,1957-Q2,3.866667
USA,HUR,MEN,PC_LF,Q,1957-Q3,4
USA,HUR,MEN,PC_LF,Q,1957-Q4,4.933333
USA,HUR,MEN,PC_LF,Q,1958-Q1,6.233333
USA,HUR,MEN,PC_LF,Q,1958-Q2,7.4
USA,HUR,MEN,PC_LF,Q,1958-Q3,7.4
USA,HUR,MEN,PC_LF,Q,1958-Q4,6.4
USA,HUR,MEN,PC_LF,Q,1959-Q1,5.666667
USA,HUR,MEN,PC_LF,Q,1959-Q2,4.766667
USA,HUR,MEN,PC_LF,Q,1959-Q3,5.166667
USA,HUR,MEN,PC_LF,Q,1959-Q4,5.466667
USA,HUR,MEN,PC_LF,Q,1960-Q1,4.966667
USA,HUR,MEN,PC_LF,Q,1960-Q2,5.066667
USA,HUR,MEN,PC_LF,Q,1960-Q3,5.466667
USA,HUR,MEN,PC_LF,Q,1960-Q4,6.066667
USA,HUR,MEN,PC_LF,Q,1961-Q1,6.566667
USA,HUR,MEN,PC_LF,Q,1961-Q2,6.733333
USA,HUR,MEN,PC_LF,Q,1961-Q3,6.433333
USA,HUR,MEN,PC_LF,Q,1961-Q4,5.866667
USA,HUR,MEN,PC_LF,Q,1962-Q1,5.266667
USA,HUR,MEN,PC_LF,Q,1962-Q2,5.233333
USA,HUR,MEN,PC_LF,Q,1962-Q3,5.2
USA,HUR,MEN,PC_LF,Q,1962-Q4,5.133333
USA,HUR,MEN,PC_LF,Q,1963-Q1,5.5
USA,HUR,MEN,PC_LF,Q,1963-Q2,5.3
USA,HUR,MEN,PC_LF,Q,1963-Q3,4.966667
USA,HUR,MEN,PC_LF,Q,1963-Q4,5.1
USA,HUR,MEN,PC_LF,Q,1964-Q1,4.866667
USA,HUR,MEN,PC_LF,Q,1964-Q2,4.666667
USA,HUR,MEN,PC_LF,Q,1964-Q3,4.5
USA,HUR,MEN,PC_LF,Q,1964-Q4,4.366667
USA,HUR,MEN,PC_LF,Q,1965-Q1,4.233333
USA,HUR,MEN,PC_LF,Q,1965-Q2,4.1
USA,HUR,MEN,PC_LF,Q,1965-Q3,3.833333
USA,HUR,MEN,PC_LF,Q,1965-Q4,3.5
USA,HUR,MEN,PC_LF,Q,1966-Q1,3.333333
USA,HUR,MEN,PC_LF,Q,1966-Q2,3.166667
USA,HUR,MEN,PC_LF,Q,1966-Q3,3.166667
USA,HUR,MEN,PC_LF,Q,1966-Q4,3.1
USA,HUR,MEN,PC_LF,Q,1967-Q1,3
USA,HUR,MEN,PC_LF,Q,1967-Q2,3.166667
USA,HUR,MEN,PC_LF,Q,1967-Q3,3
USA,HUR,MEN,PC_LF,Q,1967-Q4,3.1
USA,HUR,MEN,PC_LF,Q,1968-Q1,3.033333
USA,HUR,MEN,PC_LF,Q,1968-Q2,2.833333
USA,HUR,MEN,PC_LF,Q,1968-Q3,2.8
USA,HUR,MEN,PC_LF,Q,1968-Q4,2.7
USA,HUR,MEN,PC_LF,Q,1969-Q1,2.666667
USA,HUR,MEN,PC_LF,Q,1969-Q2,2.633333
USA,HUR,MEN,PC_LF,Q,1969-Q3,2.933333
USA,HUR,MEN,PC_LF,Q,1969-Q4,2.966667
USA,HUR,MEN,PC_LF,Q,1970-Q1,3.533333
USA,HUR,MEN,PC_LF,Q,1970-Q2,4.233333
USA,HUR,MEN,PC_LF,Q,1970-Q3,4.666667
USA,HUR,MEN,PC_LF,Q,1970-Q4,5.266667
USA,HUR,MEN,PC_LF,Q,1971-Q1,5.333333
USA,HUR,MEN,PC_LF,Q,1971-Q2,5.266667
USA,HUR,MEN,PC_LF,Q,1971-Q3,5.433333
USA,HUR,MEN,PC_LF,Q,1971-Q4,5.366667
USA,HUR,MEN,PC_LF,Q,1972-Q1,5.3
USA,HUR,MEN,PC_LF,Q,1972-Q2,5.033333
USA,HUR,MEN,PC_LF,Q,1972-Q3,4.833333
USA,HUR,MEN,PC_LF,Q,1972-Q4,4.633333
USA,HUR,MEN,PC_LF,Q,1973-Q1,4.266667
USA,HUR,MEN,PC_LF,Q,1973-Q2,4.233333
USA,HUR,MEN,PC_LF,Q,1973-Q3,4.033333
USA,HUR,MEN,PC_LF,Q,1973-Q4,4.066667
USA,HUR,MEN,PC_LF,Q,1974-Q1,4.433333
USA,HUR,MEN,PC_LF,Q,1974-Q2,4.5
USA,HUR,MEN,PC_LF,Q,1974-Q3,4.833333
USA,HUR,MEN,PC_LF,Q,1974-Q4,5.833333
USA,HUR,MEN,PC_LF,Q,1975-Q1,7.533333
USA,HUR,MEN,PC_LF,Q,1975-Q2,8.3
USA,HUR,MEN,PC_LF,Q,1975-Q3,8.033334
USA,HUR,MEN,PC_LF,Q,1975-Q4,7.733333
USA,HUR,MEN,PC_LF,Q,1976-Q1,7.066667
USA,HUR,MEN,PC_LF,Q,1976-Q2,7
USA,HUR,MEN,PC_LF,Q,1976-Q3,7
USA,HUR,MEN,PC_LF,Q,1976-Q4,7.166667
USA,HUR,MEN,PC_LF,Q,1977-Q1,6.8
USA,HUR,MEN,PC_LF,Q,1977-Q2,6.4
USA,HUR,MEN,PC_LF,Q,1977-Q3,6.033333
USA,HUR,MEN,PC_LF,Q,1977-Q4,5.766667
USA,HUR,MEN,PC_LF,Q,1978-Q1,5.6
USA,HUR,MEN,PC_LF,Q,1978-Q2,5.133333
USA,HUR,MEN,PC_LF,Q,1978-Q3,5.066667
USA,HUR,MEN,PC_LF,Q,1978-Q4,5.133333
USA,HUR,MEN,PC_LF,Q,1979-Q1,5.133333
USA,HUR,MEN,PC_LF,Q,1979-Q2,4.933333
USA,HUR,MEN,PC_LF,Q,1979-Q3,5.166667
USA,HUR,MEN,PC_LF,Q,1979-Q4,5.3
USA,HUR,MEN,PC_LF,Q,1980-Q1,5.833333
USA,HUR,MEN,PC_LF,Q,1980-Q2,7.233333
USA,HUR,MEN,PC_LF,Q,1980-Q3,7.7
USA,HUR,MEN,PC_LF,Q,1980-Q4,7.2
USA,HUR,MEN,PC_LF,Q,1981-Q1,7.2
USA,HUR,MEN,PC_LF,Q,1981-Q2,7.166667
USA,HUR,MEN,PC_LF,Q,1981-Q3,7.1
USA,HUR,MEN,PC_LF,Q,1981-Q4,8.1
USA,HUR,MEN,PC_LF,Q,1982-Q1,8.866667
USA,HUR,MEN,PC_LF,Q,1982-Q2,9.533334
USA,HUR,MEN,PC_LF,Q,1982-Q3,10.26667
USA,HUR,MEN,PC_LF,Q,1982-Q4,11.06667
USA,HUR,MEN,PC_LF,Q,1983-Q1,10.76667
USA,HUR,MEN,PC_LF,Q,1983-Q2,10.43333
USA,HUR,MEN,PC_LF,Q,1983-Q3,9.7
USA,HUR,MEN,PC_LF,Q,1983-Q4,8.666667
USA,HUR,MEN,PC_LF,Q,1984-Q1,7.866667
USA,HUR,MEN,PC_LF,Q,1984-Q2,7.366667
USA,HUR,MEN,PC_LF,Q,1984-Q3,7.333333
USA,HUR,MEN,PC_LF,Q,1984-Q4,7.1
USA,HUR,MEN,PC_LF,Q,1985-Q1,7.066667
USA,HUR,MEN,PC_LF,Q,1985-Q2,7.066667
USA,HUR,MEN,PC_LF,Q,1985-Q3,7
USA,HUR,MEN,PC_LF,Q,1985-Q4,6.933333
USA,HUR,MEN,PC_LF,Q,1986-Q1,6.833333
USA,HUR,MEN,PC_LF,Q,1986-Q2,7.033333
USA,HUR,MEN,PC_LF,Q,1986-Q3,7.033333
USA,HUR,MEN,PC_LF,Q,1986-Q4,6.866667
USA,HUR,MEN,PC_LF,Q,1987-Q1,6.6
USA,HUR,MEN,PC_LF,Q,1987-Q2,6.333333
USA,HUR,MEN,PC_LF,Q,1987-Q3,6
USA,HUR,MEN,PC_LF,Q,1987-Q4,5.766667
USA,HUR,MEN,PC_LF,Q,1988-Q1,5.666667
USA,HUR,MEN,PC_LF,Q,1988-Q2,5.433333
USA,HUR,MEN,PC_LF,Q,1988-Q3,5.4
USA,HUR,MEN,PC_LF,Q,1988-Q4,5.333333
USA,HUR,MEN,PC_LF,Q,1989-Q1,5.166667
USA,HUR,MEN,PC_LF,Q,1989-Q2,5.1
USA,HUR,MEN,PC_LF,Q,1989-Q3,5.166667
USA,HUR,MEN,PC_LF,Q,1989-Q4,5.333333
USA,HUR,MEN,PC_LF,Q,1990-Q1,5.266667
USA,HUR,MEN,PC_LF,Q,1990-Q2,5.333333
USA,HUR,MEN,PC_LF,Q,1990-Q3,5.766667
USA,HUR,MEN,PC_LF,Q,1990-Q4,6.333333
USA,HUR,MEN,PC_LF,Q,1991-Q1,6.866667
USA,HUR,MEN,PC_LF,Q,1991-Q2,7.166667
USA,HUR,MEN,PC_LF,Q,1991-Q3,7.233333
USA,HUR,MEN,PC_LF,Q,1991-Q4,7.433333
USA,HUR,MEN,PC_LF,Q,1992-Q1,7.866667
USA,HUR,MEN,PC_LF,Q,1992-Q2,8.033334
USA,HUR,MEN,PC_LF,Q,1992-Q3,8
USA,HUR,MEN,PC_LF,Q,1992-Q4,7.733333
USA,HUR,MEN,PC_LF,Q,1993-Q1,7.433333
USA,HUR,MEN,PC_LF,Q,1993-Q2,7.366667
USA,HUR,MEN,PC_LF,Q,1993-Q3,7.1
USA,HUR,MEN,PC_LF,Q,1993-Q4,6.733333
USA,HUR,MEN,PC_LF,Q,1994-Q1,6.666667
USA,HUR,MEN,PC_LF,Q,1994-Q2,6.2
USA,HUR,MEN,PC_LF,Q,1994-Q3,6.066667
USA,HUR,MEN,PC_LF,Q,1994-Q4,5.633333
USA,HUR,MEN,PC_LF,Q,1995-Q1,5.433333
USA,HUR,MEN,PC_LF,Q,1995-Q2,5.666667
USA,HUR,MEN,PC_LF,Q,1995-Q3,5.633333
USA,HUR,MEN,PC_LF,Q,1995-Q4,5.6
USA,HUR,MEN,PC_LF,Q,1996-Q1,5.6
USA,HUR,MEN,PC_LF,Q,1996-Q2,5.5
USA,HUR,MEN,PC_LF,Q,1996-Q3,5.233333
USA,HUR,MEN,PC_LF,Q,1996-Q4,5.133333
USA,HUR,MEN,PC_LF,Q,1997-Q1,5.166667
USA,HUR,MEN,PC_LF,Q,1997-Q2,4.9
USA,HUR,MEN,PC_LF,Q,1997-Q3,4.766667
USA,HUR,MEN,PC_LF,Q,1997-Q4,4.666667
USA,HUR,MEN,PC_LF,Q,1998-Q1,4.533333
